Area,Domain,Process ID,Process,Practice ID,Practice Name,Activity
Governance,"Evaluate, Direct and Monitor",EDM04,Ensure Resource Optimisation,EDM04.02,Direct resource management.,2. Assign responsibilities for executing resource management.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensure Resource Optimisation,EDM04.02,Direct resource management.,"3. Define key goals, measures and metrics for resource management."
Governance,"Evaluate, Direct and Monitor",EDM04,Ensure Resource Optimisation,EDM04.02,Direct resource management.,4. Establish principles related to safeguarding resources.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensure Resource Optimisation,EDM04.02,Direct resource management.,5. Align resource management with enterprise financial and HR planning.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensure Resource Optimisation,EDM04.03,Monitor resource management.,1. Monitor the allocation and optimisation of resources in accordance with enterprise objectives and priorities using agreed-on goals and metrics.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensure Resource Optimisation,EDM04.03,Monitor resource management.,"2. Monitor IT sourcing strategies, enterprise architecture strategies, IT resources and capabilities to ensure that current and future needs of the enterprise can be met."
Governance,"Evaluate, Direct and Monitor",EDM04,Ensure Resource Optimisation,EDM04.03,Monitor resource management.,"3. Monitor resource performance against targets, analyse the cause of deviations, and initiate remedial action to address the underlying causes."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.01,Evaluate stakeholder reporting requirements.,"1. Examine and make a judgement on the current and future mandatory reporting requirements relating to the use of IT within the enterprise (regulation, legislation, common law, contractual), including extent and frequency."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.01,Evaluate stakeholder reporting requirements.,"2. Examine and make a judgement on the current and future reporting requirements for other stakeholders relating to the use of IT within the enterprise, including extent and conditions."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.01,Evaluate stakeholder reporting requirements.,"3. Maintain principles for communication with external and internal stakeholders, including communication formats and communication channels, and for stakeholder acceptance and sign-off of reporting."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.02,Direct stakeholder communication and reporting.,1. Direct the establishment of the communication strategy for external and internal stakeholders.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.02,Direct stakeholder communication and reporting.,2. Direct the implementation of mechanisms to ensure that information meets all criteria for mandatory IT reporting requirements for the enterprise.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.02,Direct stakeholder communication and reporting.,3. Establish mechanisms for validation and approval of mandatory reporting.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.02,Direct stakeholder communication and reporting.,4. Establish reporting escalation mechanisms.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.03,Monitor stakeholder communication.,1. Periodically assess the effectiveness of the mechanisms for ensuring the accuracy and reliability of mandatory reporting.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.03,Monitor stakeholder communication.,"2. Periodically assess the effectiveness of the mechanisms for, and outcomes from, communication with external and internal stakeholders."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensure Stakeholder Transparency,EDM05.03,Monitor stakeholder communication.,3. Determine whether the requirements of different stakeholders are met.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"1. Define the scope, internal and external functions, internal and external roles, and capabilities and decision rights required, including those IT activities performed by third parties."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"2. Identify decisions required for the achievement of enterprise outcomes and the IT strategy, and for the management and execution of IT services."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"3. Establish the involvement of stakeholders who are critical to decision making (accountable, responsible, consulted or informed)."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,4. Align the IT-related organisation with enterprise architecture organisational models.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"5. Define the focus, roles and responsibilities of each function within the IT-related organisational structure."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"6. Define the management structures and relationships to support the functions and roles of management and execution, in alignment with the governance direction set."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"7. Establish an IT strategy committee (or equivalent) at the board level. This committee should ensure that governance of IT, as part of enterprise governance, is adequately addressed; advise on strategic direction; and review major investments on behalf of the full board."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"8. Establish an IT steering committee (or equivalent) composed of executive, business and IT management to determine prioritisation of IT-enabled investment programmes in line with the enterprise’s business strategy and priorities; track status of projects and resolve resource conflicts; and monitor service levels and service improvements."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"9. Provide guidelines for each management structure (including mandate, objectives, meeting attendees, timing, tracking, supervision and oversight) as well as required inputs for and expected outcomes of meetings."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"10. Define ground rules for communication by identifying communication needs, and implementing plans based on those needs, considering top-down, bottom-up and horizontal communication."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,"11. Establish and maintain an optimal co-ordination, communication and liaison structure between the business and IT functions within the enterprise and with entities outside the enterprise."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.01,Define the organisational structure.,12. Regularly verify the adequacy and effectiveness of the organisational structure.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.02,Establish roles and responsibilities.,"1. Establish, agree on and communicate IT-related roles and responsibilities for all personnel in the enterprise, in alignment with business needs and objectives. Clearly delineate responsibilities and accountabilities, especially for decision making and approvals."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.02,Establish roles and responsibilities.,"2. Consider requirements from enterprise and IT service continuity when defining roles, including staff back-up and cross-training requirements."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.02,Establish roles and responsibilities.,3. Provide input to the IT service continuity process by maintaining up-to-date contact information and role descriptions in the enterprise.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.02,Establish roles and responsibilities.,"4. Include in role and responsibility descriptions adherence to management policies and procedures, the code of ethics, and professional practices."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.02,Establish roles and responsibilities.,"5. Implement adequate supervisory practices to ensure that roles and responsibilities are properly exercised, to assess whether all personnel have sufficient authority and resources to execute their roles and responsibilities, and to generally review performance. The level of supervision should be in line with the sensitivity of the position and extent of responsibilities assigned."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.02,Establish roles and responsibilities.,6. Ensure that accountability is defined through roles and responsibilities.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.02,Establish roles and responsibilities.,7. Structure roles and responsibilities to reduce the possibility for a single role to compromise a critical process.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.03,Maintain the enablers of the management system.,"1. Obtain an understanding of the enterprise vision, direction and strategy."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.03,Maintain the enablers of the management system.,"2. Consider the enterprise’s internal environment, including management culture and philosophy, risk tolerance, security, ethical values, code of conduct, accountability, and requirements for management integrity."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.03,Maintain the enablers of the management system.,3. Derive and integrate IT principles with business principles.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.03,Maintain the enablers of the management system.,"4. Align the IT control environment with the overall IT policy environment, IT governance and IT process frameworks, and existing enterprise-level risk and control frameworks. Assess industry-specific good practices or requirements (e.g., industry-specific regulations) and integrate them where appropriate."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.03,Maintain the enablers of the management system.,"5. Align with any applicable national and international governance and management standards and codes of practice, and evaluate available good practices such as COSO’s Internal Control—Integrated Framework and COSO’s Enterprise Risk Management—Integrated Framework."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.03,Maintain the enablers of the management system.,"6. Create a set of policies to drive the IT control expectations on relevant key topics such as quality, security, confidentiality, internal controls, usage of IT assets, ethics and intellectual property rights."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.03,Maintain the enablers of the management system.,7. Evaluate and update the policies at least yearly to accommodate changing operating or business environments.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.03,Maintain the enablers of the management system.,"8. Roll out and enforce IT policies to all relevant staff, so they are built into, and are an integral part of, enterprise operations."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.03,Maintain the enablers of the management system.,9. Ensure that procedures are in place to track compliance with policies and define the consequences of non-compliance.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.04,Communicate management objectives and direction.,"1. Continuously communicate IT objectives and direction. Ensure that communications are supported by executive management in action and words, using all available channels."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.04,Communicate management objectives and direction.,"2. Ensure that the information communicated encompasses a clearly articulated mission, service objectives, security, internal controls, quality, code of ethics/conduct, policies and procedures, roles and responsibilities, etc. Communicate the information at the appropriate level of detail for the respective audiences within the enterprise."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.04,Communicate management objectives and direction.,3. Provide sufficient and skilled resources to support the communication process.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.05,Optimise the placement of the IT function.,"1. Understand the context for the placement of the IT function, including an assessment of the enterprise strategy and operating model (centralised, federated, decentralised, hybrid), importance of IT, and sourcing situation and options."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.05,Optimise the placement of the IT function.,"2. Identify, evaluate and prioritise options for organisational placement, sourcing and operating models."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.05,Optimise the placement of the IT function.,3. Define placement of the IT function and obtain agreement.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.06,Define information (data) and system ownership.,1. Provide policies and guidelines to ensure appropriate and consistent enterprisewide classification of information (data).
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.06,Define information (data) and system ownership.,"2. Define, maintain and provide appropriate tools, techniques and guidelines to provide effective security and controls over information and information systems in collaboration with the owner."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.06,Define information (data) and system ownership.,"3. Create and maintain an inventory of information (systems and data) that includes a listing of owners, custodians and classifications. Include systems that are outsourced and those for which ownership should stay within the enterprise."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.06,Define information (data) and system ownership.,"4. Define and implement procedures to ensure the integrity and consistency of all information stored in electronic form such as databases, data warehouses and data archives."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.07,Manage continual improvement of processes.,1. Identify business-critical processes based on performance and conformance drivers and related risk. Assess process capability and identify improvement targets. Analyse gaps in process capability and control. Identify options for improvement and redesign of the process. Prioritise initiatives for process improvement based on potential benefits and costs.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.07,Manage continual improvement of processes.,"2. Implement agreed-on improvements, operate as normal business practice, and set performance goals and metrics to enable monitoring of process improvements."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.07,Manage continual improvement of processes.,"3. Consider ways to improve efficiency and effectiveness (e.g., through training, documentation, standardisation and automation of the process)."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.07,Manage continual improvement of processes.,4. Apply quality management practices to update the process.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.07,Manage continual improvement of processes.,"5. Retire outdated processes, process components or enablers."
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.08,Maintain compliance with policies and procedures.,1. Track compliance with policies and procedures.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.08,Maintain compliance with policies and procedures.,2. Analyse non-compliance and take appropriate action (this could include changing requirements).
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.08,Maintain compliance with policies and procedures.,3. Integrate performance and compliance into individual staff members’ performance objectives.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.08,Maintain compliance with policies and procedures.,4. Regularly assess the performance of the framework’s enablers and take appropriate action.
Management,"Align, Plan and Organise",APO01,Manage the IT Management Framework,APO01.08,Maintain compliance with policies and procedures.,5. Analyse trends in performance and compliance and take appropriate action.
Management,"Align, Plan and Organise",APO02 ,Manage Strategy,APO02.01,Understand enterprise direction.,"1. Develop and maintain an understanding of enterprise strategy and objectives, as well as the current enterprise operational environment and challenges."
Management,"Align, Plan and Organise",APO02 ,Manage Strategy,APO02.01,Understand enterprise direction.,2. Develop and maintain an understanding of the external environment of the enterprise.
Management,"Align, Plan and Organise",APO02 ,Manage Strategy,APO02.01,Understand enterprise direction.,3. Identify key stakeholders and obtain insight on their requirements.
Management,"Align, Plan and Organise",APO02 ,Manage Strategy,APO02.01,Understand enterprise direction.,4. Identify and analyse sources of change in the enterprise and external environments.
Management,"Align, Plan and Organise",APO02 ,Manage Strategy,APO02.01,Understand enterprise direction.,5. Ascertain priorities for strategic change.
Management,"Align, Plan and Organise",APO02 ,Manage Strategy,APO02.01,Understand enterprise direction.,6. Understand the current enterprise architecture and work with the enterprise architecture process to determine any potential architectural gaps.
Management,"Align, Plan and Organise",APO02 ,Manage Strategy,APO02.02,"Assess the current environment, capabilities and performance.","1. Develop a baseline of the current business and IT environment, capabilities and services against which future requirements can be compared. Include the relevant high-level detail of the current enterprise architecture (business, information, data, applications and technology domains), business processes, IT processes and procedures, the IT organisation structure, external service provision, governance of IT, and enterprisewide IT related skills and competencies."
Management,"Align, Plan and Organise",APO02 ,Manage Strategy,APO02.02,"Assess the current environment, capabilities and performance.","2. Identify risk from current, potential and declining technologies."
Management,"Align, Plan and Organise",APO02 ,Manage Strategy,APO02.02,"Assess the current environment, capabilities and performance.","3. Identify gaps between current business and IT capabilities and services and reference standards and best practices, competitor business and IT capabilities, and comparative benchmarks of best practice and emerging IT service provision."
