Area,Domain,Objective ID,Objective,Practice ID,Practice Name,Activity
Governance,"Evaluate, Direct and Monitor",EDM02,Ensured Benefits Delivery,EDM02.03,Direct value optimization.,4.  Direct any required changes in assignment of accountabilities and responsibilities for executing the investment portfolio and delivering value from business processes and services.
Governance,"Evaluate, Direct and Monitor",EDM02,Ensured Benefits Delivery,EDM02.03,Direct value optimization.,5.  Direct any required changes to the portfolio of investments and services to realign with current and expected enterprise objectives and/or constraints.
Governance,"Evaluate, Direct and Monitor",EDM02,Ensured Benefits Delivery,EDM02.03,Direct value optimization.,"6.  Recommend consideration of potential innovations, organizational changes or operational improvements that could drive increased value for the enterprise from I&T-enabled initiatives."
Governance,"Evaluate, Direct and Monitor",EDM02,Ensured Benefits Delivery,EDM02.03,Direct value optimization.,7.  Define and communicate enterprise-level value delivery goals and outcome measures to enable effective monitoring.
Governance,"Evaluate, Direct and Monitor",EDM02,Ensured Benefits Delivery,EDM02.04,Monitor value optimization.,"1.  Define a balanced set of performance objectives, metrics, targets and benchmarks. Metrics should cover activity and outcome measures, including lead and lag indicators for outcomes, as well as an appropriate balance of financial and nonfinancial measures. Review and agree on them with IT and other business functions, and other relevant stakeholders."
Governance,"Evaluate, Direct and Monitor",EDM02,Ensured Benefits Delivery,EDM02.04,Monitor value optimization.,"2.  Collect relevant, timely, complete, credible and accurate data to report on progress in delivering value against targets. Obtain a succinct, high-level, all-around view of portfolio, program and I&T (technical and operational capabilities) performance that supports decision making. Ensure that expected results are being achieved."
Governance,"Evaluate, Direct and Monitor",EDM02,Ensured Benefits Delivery,EDM02.04,Monitor value optimization.,"3.  Obtain regular and relevant portfolio, program and I&T (technological and functional) performance reports. Review the enterprise’s progress toward identified goals and the extent to which planned objectives have been achieved, deliverables obtained, performance targets met and risk mitigated."
Governance,"Evaluate, Direct and Monitor",EDM02,Ensured Benefits Delivery,EDM02.04,Monitor value optimization.,"4.  Upon review of reports, ensure that appropriate management corrective action is initiated and controlled."
Governance,"Evaluate, Direct and Monitor",EDM02,Ensured Benefits Delivery,EDM02.04,Monitor value optimization.,"5.  Upon review of reports, take appropriate management action as required to ensure that value is optimized."
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.01,Evaluate risk management.,1.  Understand the organization and its context related to I&T risk.
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.01,Evaluate risk management.,"2.  Determine the risk appetite of the organization, i.e., the level of I&T-related risk that the enterprise is willing to take in its pursuit of enterprise objectives."
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.01,Evaluate risk management.,"3.  Determine risk tolerance levels against the risk appetite, i.e., temporarily acceptable deviations from the risk appetite."
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.01,Evaluate risk management.,4.  Determine the extent of alignment of the I&T risk strategy to the enterprise risk strategy and ensure the risk appetite is below the organization's risk capacity.
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.01,Evaluate risk management.,5.  Proactively evaluate I&T risk factors in advance of pending strategic enterprise decisions and ensure that risk considerations are part of the strategic enterprise decision process.
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.01,Evaluate risk management.,6.  Evaluate risk management activities to ensure alignment with the enterprise’s capacity for I&T-related loss and leadership’s tolerance of it.
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.01,Evaluate risk management.,7.  Attract and maintain necessary skills and personnel for I&T Risk Management
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.02,Direct risk management.,1.  Direct the translation and integration of the I&T risk strategy into risk management practices and operational activities.
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.02,Direct risk management.,2.  Direct the development of risk communication plans (covering all levels of the enterprise).
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.02,Direct risk management.,"3.  Direct implementation of the appropriate mechanisms to respond quickly to changing risk and report immediately to appropriate levels of management, supported by agreed principles of escalation (what to report, when, where and how)."
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.02,Direct risk management.,"4.  Direct that risk, opportunities, issues and concerns may be identified and reported by anyone to the appropriate party at any time. Risk should be managed in accordance with published policies and procedures and escalated to the relevant decision makers."
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.02,Direct risk management.,"5.  Identify key goals and metrics of the risk governance and management processes to be monitored, and approve the approaches, methods, techniques and processes for capturing and reporting the measurement information."
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.03,Monitor risk management.,1.  Report any risk management issues to the board or executive committee.
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.03,Monitor risk management.,2.  Monitor the extent to which the risk profile is managed within the enterprise's risk appetite and tolerance thresholds.
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.03,Monitor risk management.,"3.  Monitor key goals and metrics of risk governance and management processes against targets, analyze the cause of any deviations, and initiate remedial actions to address the underlying causes."
Governance,"Evaluate, Direct and Monitor",EDM03,Ensured Risk Optimization,EDM03.03,Monitor risk management.,4.  Enable key stakeholders’ review of the enterprise’s progress toward identified goals.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.01,Evaluate resource management.,"1.  Starting from the current and future strategies, examine the potential options for providing I&T-related resources (technology, financial and human resources), and develop capabilities to meet current and future needs (including sourcing options)."
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.01,Evaluate resource management.,"2.  Define the key principles for resource allocation and management of resources and capabilities so I&T can meet the needs of the enterprise according to the agreed priorities and budgetary constraints. For example, define preferred sourcing options for certain services and financial boundaries per sourcing option."
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.01,Evaluate resource management.,3.  Review and approve the resource plan and enterprise architecture strategies for delivering value and mitigating risk with the allocated resources.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.01,Evaluate resource management.,4.  Understand requirements for aligning I&T resource management with enterprise financial and human resources (HR) planning.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.01,Evaluate resource management.,5.  Define principles for the management and control of the enterprise architecture.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.02,Direct resource management.,1.  Assign responsibilities for executing resource management.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.02,Direct resource management.,2.  Establish principles related to safeguarding resources.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.02,Direct resource management.,"3.  Communicate and drive the adoption of the resource management strategies, principles, and agreed resource plan and enterprise architecture strategies."
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.02,Direct resource management.,4.  Align resource management with enterprise financial and HR planning.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.02,Direct resource management.,"5.  Define key goals, measures and metrics for resource management."
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.03,Monitor resource management.,1.  Monitor the allocation and optimization of resources in accordance with enterprise objectives and priorities using agreed goals and metrics.
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.03,Monitor resource management.,"2.  Monitor I&T-related sourcing strategies, enterprise architecture strategies, and business- and IT-related capabilities and resources to ensure that current and future needs and objectives of the enterprise can be met."
Governance,"Evaluate, Direct and Monitor",EDM04,Ensured Resource Optimization,EDM04.03,Monitor resource management.,"3.  Monitor resource performance against targets, analyze the cause of deviations, and initiate remedial action to address the underlying causes."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.01,Evaluate stakeholder engagement and reporting requirements.,1.  Identify all relevant I&T stakeholders within and outside the enterprise. Group stakeholders in stakeholder categories with similar requirements.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.01,Evaluate stakeholder engagement and reporting requirements.,"2.  Examine and make judgment on the current and future mandatory reporting requirements relating to the use of I&T within the enterprise (regulation, legislation, common law, contractual), including extent and frequency."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.01,Evaluate stakeholder engagement and reporting requirements.,"3.  Examine and make judgment on the current and future communication and reporting requirements for other stakeholders relating to the use of I&T within the enterprise, including required level of involvement/consultation and extent of communication/level of detail and conditions."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.01,Evaluate stakeholder engagement and reporting requirements.,"4.  Maintain principles for communication with external and internal stakeholders, including communication formats and channels, and for stakeholder acceptance and sign-off of reporting."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.02,"Direct stakeholder engagement, communication and reporting.",1.  Direct the establishment of the consultation and communication strategy for external and internal stakeholders.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.02,"Direct stakeholder engagement, communication and reporting.",2.  Direct the implementation of mechanisms to ensure that information meets all criteria for mandatory I&T reporting requirements for the enterprise.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.02,"Direct stakeholder engagement, communication and reporting.",3.  Establish mechanisms for validation and approval of mandatory reporting.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.02,"Direct stakeholder engagement, communication and reporting.",4.  Establish reporting escalation mechanisms.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.03,Monitor stakeholder engagement.,1.  Periodically assess the effectiveness of the mechanisms for ensuring the accuracy and reliability of mandatory reporting.
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.03,Monitor stakeholder engagement.,"2.  Periodically assess the effectiveness of the mechanisms for, and outcomes from, involvement of and communication with external and internal stakeholders."
Governance,"Evaluate, Direct and Monitor",EDM05,Ensured Stakeholder Engagement,EDM05.03,Monitor stakeholder engagement.,3.  Determine whether the requirements of different stakeholders are met and assess stakeholder engagement levels.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.01,Design the management system for enterprise I&T.,"1.  Obtain an understanding of the enterprise vision, direction and strategy as well as the current enterprise context and challenges."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.01,Design the management system for enterprise I&T.,"2.  Consider the enterprise’s internal environment, including management culture and philosophy, risk tolerance, security and privacy policy, ethical values, code of conduct, accountability, and requirements for management integrity."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.01,Design the management system for enterprise I&T.,"3.  Apply the COBIT goals cascade and design factors to the enterprise strategy and context to decide on priorities for the management system and, thus, for implementation of management objective priorities."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.01,Design the management system for enterprise I&T.,"4.  Validate selected priorities for implementation of management objectives with industry-specific good practices or requirements (e.g., industry-specific regulations) and with appropriate governance structures."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.02,"Communicate management objectives, direction and decisions made.",1.  Provide sufficient and skilled resources to support the communication process.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.02,"Communicate management objectives, direction and decisions made.","2.  Define ground rules for communication by identifying communication needs and implementing plans based on those needs, considering top-down, bottom-up and horizontal communication."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.02,"Communicate management objectives, direction and decisions made.","3.  Continuously communicate I&T objectives and direction. Ensure that communication is supported by executive management in actions and words, using all available channels."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.02,"Communicate management objectives, direction and decisions made.","4.  Ensure the information communicated encompasses a clearly articulated mission, service objectives, security and privacy policy, internal controls, quality, code of ethics/conduct, policies and procedures, roles and responsibilities, etc. Communicate the information at the appropriate level of detail for respective audiences within the enterprise."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.03,Implement management processes (to support the achievement of governance and management objectives).,"1.  Develop the I&T governance target process model specific to the organization, based on the selection of priority management objectives (output of goals cascade and design factors exercise)."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.03,Implement management processes (to support the achievement of governance and management objectives).,2.  Analyze the gap between the target process model for the organization and current practices and activities.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.03,Implement management processes (to support the achievement of governance and management objectives).,3.  Draft a road map for implementation of missing process practices and activities. Use practice metrics to follow up on successful implementation.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.04,Define and implement the organizational structures.,1.  Identify decisions required for the achievement of enterprise outcomes and the I&T strategy and for the management and execution of I&T services.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.04,Define and implement the organizational structures.,"2.  Involve stakeholders who are critical to decision making (accountable, responsible, consulted or informed)."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.04,Define and implement the organizational structures.,"3.  Define the scope, focus, mandate and responsibilities of each function within the I&T-related organization, in line with governance direction."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.04,Define and implement the organizational structures.,"4.  Define the scope of internal and external functions, internal and external roles, and capabilities and decision rights required to cover all practices, including those performed by third parties."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.04,Define and implement the organizational structures.,5.  Align the I&T-related organization with enterprise architecture organizational models.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.04,Define and implement the organizational structures.,"6.  Establish an I&T steering committee (or equivalent) composed of executive, business and I&T management to track status of projects, resolve resource conflicts, and monitor service levels and service improvements."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.04,Define and implement the organizational structures.,"7.  Provide guidelines for each management structure (including mandate, objectives, meeting attendees, timing, tracking, supervision and oversight) as well as required inputs for and expected outcomes of meetings."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.04,Define and implement the organizational structures.,8.  Regularly verify the adequacy and effectiveness of the organizational structures.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.05,Establish roles and responsibilities.,"1.  Establish, agree on and communicate I&T-related roles and responsibilities for all personnel in the enterprise, in alignment with business needs and objectives. Clearly delineate responsibilities and accountabilities, especially for decision making and approvals."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.05,Establish roles and responsibilities.,"2.  Consider requirements from enterprise and I&T service continuity when defining roles, including staff back-up and cross-training requirements."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.05,Establish roles and responsibilities.,3.  Provide input to the I&T service continuity process by maintaining up-to-date contact information and role descriptions in the enterprise.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.05,Establish roles and responsibilities.,"4.  Include specific requirements in role and responsibility descriptions regarding adherence to management policies and procedures, the code of ethics, and professional practices."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.05,Establish roles and responsibilities.,5.  Ensure that accountability is defined through roles and responsibilities.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.05,Establish roles and responsibilities.,6.  Structure roles and responsibilities to reduce the possibility for a single role to compromise a critical process.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.05,Establish roles and responsibilities.,"7.  Implement adequate supervisory practices to ensure that roles and responsibilities are properly exercised, to assess whether all personnel have sufficient authority and resources to execute their roles and responsibilities, and generally to review performance. The level of supervision should be aligned with the sensitivity of the position and extent of assigned responsibilities."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.06,Optimize the placement of the IT function.,"1.  Understand context for the placement of the IT function, including assessment of enterprise strategy and operating model (centralized, federated, decentralized, hybrid), importance of I&T, and sourcing situation and options."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.06,Optimize the placement of the IT function.,"2.  Identify, evaluate and prioritize options for organizational placement, sourcing and operating models."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.06,Optimize the placement of the IT function.,3.  Define placement of the IT function and obtain agreement.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.07,Define information (data) and system ownership.,1.  Provide guidelines to ensure appropriate and consistent enterprisewide classification of information items.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.07,Define information (data) and system ownership.,"2.  Create and maintain an inventory of information (systems and data) that includes a listing of owners, custodians and classifications. Include systems that are outsourced and those for which ownership should stay within the enterprise."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.07,Define information (data) and system ownership.,"3.  Assess and distinguish between critical (high value) and noncritical data, information and systems. Ensure appropriate protection for each category."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.08,Define target skills and competencies.,1.  Identify the required skills and competencies to achieve selected management objectives.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.08,Define target skills and competencies.,2.  Analyze the gap between target skills and capabilities for the enterprise and current skills of the workforce. Refer to APO07—Managed Human Resources for skills development and management practices.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.09,Define and communicate policies and procedures.,"1.  Create a set of policies to drive IT control expectations on relevant key topics such as quality, security, privacy, confidentiality, internal controls, usage of I&T assets, ethics and intellectual property (IP) rights."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.09,Define and communicate policies and procedures.,"2.  Roll out and enforce I&T policies uniformly for all relevant staff so they are built into, and become integral parts of, enterprise operations."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.09,Define and communicate policies and procedures.,3.  Evaluate and update the policies at least yearly to accommodate changing operating or business environments.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.10,"Define and implement infrastructure, services and applications to support the governance and management system.","1.  Identify priority management objectives that may be achieved by automating services, applications or infrastructure."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.10,"Define and implement infrastructure, services and applications to support the governance and management system.",2.  Select and implement the most appropriate tools and communicate to stakeholders.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.10,"Define and implement infrastructure, services and applications to support the governance and management system.","3.  Provide training on selected tools, as required."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.11,Manage continual improvement of the I&T management system.,1.  Regularly assess performance of framework components and take appropriate action.
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.11,Manage continual improvement of the I&T management system.,2.  Identify business-critical processes based on performance and conformance drivers and related risk. Assess capability and identify improvement targets. Analyze gaps in capability and control. Identify options for improving or redesigning the process. 
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.11,Manage continual improvement of the I&T management system.,"3.  Prioritize initiatives for improvement based on potential benefits and costs. Implement agreed improvements, operate as normal business practice, and set performance goals and metrics to enable monitoring of improvements."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.11,Manage continual improvement of the I&T management system.,"4.  Consider ways to improve efficiency and effectiveness (e.g., through training, documentation, standardization and/or process automation)."
Management,"Align, Plan and Organize",APO01,Managed I&T Management Framework,APO01.11,Manage continual improvement of the I&T management system.,5.  Apply quality management practices to update the process.
